ds_index	size	processing_time	association_time
4	150k	41.2451066970825	12.581
4	150k	41.2451066970825	13.22
4	150k	41.2451066970825	12.643
4	150k	41.2451066970825	11.93
4	200k	85.6279883384705	12.437
4	200k	85.6279883384705	12.178
4	200k	85.6279883384705	12.39
4	200k	85.6279883384705	11.632
4	200k	85.6279883384705	11.546
4	250k	64.4277861118317	12.927
4	250k	64.4277861118317	12.543
4	250k	64.4277861118317	13.263
4	250k	64.4277861118317	12.005
4	250k	64.4277861118317	11.277
4	25k	7.34999370574951	12.121
4	25k	7.34999370574951	11.804
4	25k	7.34999370574951	12.119
4	25k	7.34999370574951	11.713
4	25k	7.34999370574951	11.452
4	300k	64.5950963497162	11.678
4	300k	64.5950963497162	11.76
4	300k	64.5950963497162	12.152
4	300k	64.5950963497162	12.404
4	300k	64.5950963497162	12.262
4	50k	12.4302091598511	12.444
4	50k	12.4302091598511	12.238
4	50k	12.4302091598511	12.368
4	50k	12.4302091598511	11.716
4	50k	12.4302091598511	11.486
5	100k	21.3586223125458	12.152
5	100k	21.3586223125458	12.389
5	100k	21.3586223125458	12.288
5	100k	21.3586223125458	11.613
5	100k	21.3586223125458	11.391
5	10k	3.6616313457489	11.204
5	10k	3.6616313457489	11.19
5	10k	3.6616313457489	11.45
5	10k	3.6616313457489	10.64
5	10k	3.6616313457489	10.826
5	150k	38.3692789077759	12.581
5	150k	38.3692789077759	12.264
5	150k	38.3692789077759	13.033
5	150k	38.3692789077759	12.172
5	150k	38.3692789077759	12.024
5	200k	69.5508320331573	12.421
5	200k	69.5508320331573	12.87
5	200k	69.5508320331573	13.08
5	200k	69.5508320331573	11.908
5	200k	69.5508320331573	12.289
5	250k	70.4269282817841	12.425
5	250k	70.4269282817841	11.644
5	250k	70.4269282817841	11.833
5	250k	70.4269282817841	11.297
5	250k	70.4269282817841	11.672
5	25k	6.84940719604492	12.711
5	25k	6.84940719604492	11.938
5	25k	6.84940719604492	12.066
5	25k	6.84940719604492	11.535
5	25k	6.84940719604492	11.667
5	300k	69.5514373779297	11.65
5	300k	69.5514373779297	11.852
5	300k	69.5514373779297	12.445
5	300k	69.5514373779297	11.912
5	300k	69.5514373779297	11.481
5	50k	11.2923293113708	13.232
5	50k	11.2923293113708	12.402
5	50k	11.2923293113708	14.332
5	50k	11.2923293113708	13.886
5	50k	11.2923293113708	12.937
