ds_index	size	processing_time	association_time
1	100k	42.2641935348511	1.10842561721802
1	100k	42.2641935348511	0.748627424240112
1	100k	42.2641935348511	1.75633764266968
1	100k	42.2641935348511	0.809592485427856
1	100k	42.2641935348511	0.749788045883179
1	10k	11.1374084949493	0.802468776702881
1	10k	11.1374084949493	0.604581117630005
1	10k	11.1374084949493	0.5199134349823
1	10k	11.1374084949493	0.638130903244019
1	10k	11.1374084949493	0.672044992446899
1	150k	54.9428341388702	2.24673295021057
1	150k	54.9428341388702	0.853998422622681
1	150k	54.9428341388702	0.869149684906006
1	150k	54.9428341388702	0.929245948791504
1	150k	54.9428341388702	0.868679046630859
1	200k	91.2629129886627	2.89516401290894
1	200k	91.2629129886627	0.796884775161743
1	200k	91.2629129886627	0.830775022506714
1	200k	91.2629129886627	0.831287622451782
1	200k	91.2629129886627	0.782074928283691
1	250k	146.30083656311	3.85189723968506
1	250k	146.30083656311	1.14974284172058
1	250k	146.30083656311	0.829665660858154
1	250k	146.30083656311	0.987330198287964
1	250k	146.30083656311	1.06849646568298
1	25k	15.3026566505432	0.890074729919434
1	25k	15.3026566505432	0.765274524688721
1	25k	15.3026566505432	0.692650079727173
1	25k	15.3026566505432	0.732177495956421
1	25k	15.3026566505432	1.37716126441956
1	300k	135.500700235367	3.30975198745728
1	300k	135.500700235367	0.850778341293335
1	300k	135.500700235367	0.888503074645996
1	300k	135.500700235367	0.856920957565308
1	300k	135.500700235367	0.918159246444702
1	50k	22.380607843399	1.57835292816162
1	50k	22.380607843399	0.700154781341553
1	50k	22.380607843399	0.745036125183105
1	50k	22.380607843399	0.728460311889648
1	50k	22.380607843399	0.647875547409058
2	100k	39.1698129177094	1.06114268302917
2	100k	39.1698129177094	0.756495952606201
2	100k	39.1698129177094	1.60121917724609
2	100k	39.1698129177094	0.765836477279663
2	100k	39.1698129177094	0.727655172348022
2	10k	10.6680641174316	0.783715009689331
2	10k	10.6680641174316	0.62765645980835
2	10k	10.6680641174316	0.512893199920654
2	10k	10.6680641174316	0.55683159828186
2	10k	10.6680641174316	0.504249334335327
2	150k	82.4876389503479	2.78515815734863
2	150k	82.4876389503479	0.778099060058594
2	150k	82.4876389503479	0.875970125198364
2	150k	82.4876389503479	1.01830339431763
2	150k	82.4876389503479	0.93676495552063
2	200k	96.4616928100586	2.66894793510437
2	200k	96.4616928100586	0.804262399673462
2	200k	96.4616928100586	0.826393604278564
