cell_type	AF	AID	BD	BMI	Cardiovas	cd	CKD	College_edu	glucose_q	HDL_q	Hypothyroidism	ibd	insominia	LDL_q	Lymphocyte_count	MDD	Monocyte_count	Nrt_new	RA	RBC	SBP	Scz_new	Smoking	T1D	T2D_2	TG_q	uc
Large_Intestine.Goblet cell (Proximal)	0.760239575703766	0.603192506752874	0.666673329826147	0.584999758422444	0.246765121806539	0.946356273158604	0.301731094934669	0.707328332958745	0.210162861376162	0.124953012172919	0.950571243698547	0.94672205824957	0.659308473311082	0.00328251216912193	0.981492845494762	0.997398286626502	0.974785988245533	0.840471943910298	0.923967968466564	0.0463861488504671	0.52302562712185	0.562070318267952	0.591658403617213	0.600454278344289	0.0711926608072282	0.211884883551719	0.946387550324466
Large_Intestine.Goblet cell, top of crypt (Distal)	0.921990568225711	0.355931181946048	0.484594153131127	0.997774463000162	0.767655250945736	0.798624040226784	0.495798727771127	0.925349975858416	0.933133884859377	0.971464787249742	0.876562917687502	0.799075840868638	0.979502425526538	0.145908610301928	0.951377763524318	0.999238820761988	0.975812976447816	0.982082373336995	0.885903113413475	0.738499047295496	0.744029135188621	0.99032823208373	0.979116828819902	0.384419785050025	0.763978642383382	0.933548375528125	0.7986875992595
Large_Intestine.Lgr5+ amplifying undifferentiated cell (Distal)	0.893634424492745	0.955919114254217	0.795845726974053	0.879043715086695	0.706669941536856	0.999976056925589	0.0305482590886948	0.992303546982982	0.115385021322843	0.248643187092326	0.993859069689105	0.999975753708787	0.681362549982527	0.0135116387117723	0.99860100835818	0.996510559812081	0.998701955307697	0.988078738802202	0.967123392623172	0.0217366182512532	0.929254707546936	0.979858986409696	0.855243357159005	0.737613994868024	0.0819300841568178	0.116380379338491	0.999976037974912
Large_Intestine.Lgr5+ amplifying undifferentiated cell (Proximal)	0.611575649073519	0.994477906238781	0.802960573172016	0.884859373893802	0.641506371405943	0.999967196622641	0.220672817287123	0.99369143057346	0.173061432002674	0.638810518892458	0.986929797769338	0.999966874347207	0.812180971951097	0.000819523204019393	0.972769522730308	0.952023166191655	0.995567742308712	0.980730169985845	0.940824995439929	0.000136028217846662	0.814200222760729	0.89392366655407	0.887901306872056	0.842990510437909	0.0430983193346553	0.173726094132201	0.999967181521224
Large_Intestine.Lgr5+ undifferentiated cell (Distal)	0.65030134996981	0.983768363809992	0.77946650418647	0.980270884511229	0.935613912730203	0.999994582071101	0.11375119037248	0.996031872988493	0.256510729499292	0.464879391960553	0.990643827720459	0.999994541815969	0.918777621784908	0.00224500914316284	0.999679391826795	0.999584021367359	0.997237615897391	0.998901361074047	0.986687327213872	0.0076341332274334	0.926573184132796	0.987972270488491	0.861802614166322	0.790490948405459	0.262595099450848	0.258202759063627	0.999994580574648
Large_Intestine.Lgr5+ undifferentiated cell (Proximal)	0.614619107338683	0.925324364581814	0.936851351833056	0.975134834849923	0.712800132471834	0.999588120542054	0.361565970032329	0.996759794129452	0.451451989840166	0.736318689210912	0.929361021656047	0.999584356535345	0.972155918990007	2.60670155034291e-05	0.983909855916028	0.995314606488872	0.995343744542714	0.995653922113922	0.949274079680095	0.00399151472602785	0.804424117001472	0.957075673290627	0.943428036324426	0.78064841853005	0.221737297713544	0.453476080554793	0.999588007982403
Large_Intestine.Lgr5- amplifying undifferentiated cell	0.421537356916561	0.915787010989469	0.942457521897087	0.468985954257128	0.306980398837694	0.931605213864466	0.057963800249853	0.809472490884754	0.282322378345371	0.964952151791568	0.822583166396508	0.931816114161998	0.900651242004961	0.00337860586843586	0.854361017545369	0.86794028447735	0.989295052050614	0.976807641850462	0.622444224980666	0.0471077476779504	0.11953651505065	0.987964367872957	0.580528080490307	0.265592672079961	0.0177206895538596	0.284050729775645	0.931661048479212
Large_Intestine.Lgr5- undifferentiated cell	0.833098114598421	0.46925438885722	0.949666937483444	0.602333214028642	0.400109857523191	0.658313017236315	0.135104485911331	0.831394807379739	0.872442222135328	0.992985453589997	0.535788865025544	0.6589910489718	0.849025959153202	0.0313912050383812	0.568185705666362	0.929410726241543	0.9750239187834	0.996422550726756	0.717130809072738	0.725497217596631	0.156412766596482	0.994035356167759	0.287456536248182	0.310656804126228	0.0100007567762489	0.873766474639826	0.658307730999692
Large_Intestine.Tuft cell	0.173642167494528	0.00446231000316826	0.184415577682404	0.00479528192895344	0.00265841669479117	0.000164113387009789	0.00522689645417249	0.0931791815292147	0.0366695910704975	0.0243376309661414	0.012755760924732	0.000163810942034666	0.433267995293191	0.0102527678014145	0.166310533243292	0.31666980119933	0.223109972671013	0.441267241570784	0.00630104719979257	0.052510415453424	0.000562787884659583	0.000119091896810757	0.0272765603498107	0.00058957553988101	0.373013298082642	0.0367006047345073	0.000164133176590195
Limb_Muscle.B cell	0.630525451211303	3.01000486655563e-20	0.638085678233781	0.987476424808843	0.648832564624209	2.10135133318159e-21	0.792303970286405	0.864429932570854	0.231963036228334	0.186115831337202	3.30416974160551e-20	2.18006515512679e-21	0.490005988335524	0.0583761887401585	1.92625920774673e-22	0.55075530331849	1.00978833540496e-07	0.358806723275882	5.12988318244934e-26	0.124977801040119	0.935028530459064	0.23882117030524	0.696599589668436	2.76027000854642e-13	0.0234655695797485	0.230662743870701	2.10042429952129e-21
Limb_Muscle.T cell	0.489916848435848	2.32277529826056e-31	0.0426987116766808	0.979146068896917	0.291739248876424	2.93512447833935e-17	0.0902371665319444	0.867542355853557	0.755084511404583	0.842915366131544	1.60191302596944e-27	3.04546109716947e-17	0.609339948166138	0.418153136390152	4.51889715310074e-16	0.195780043284479	0.000447088906388816	0.447649370252078	6.12922213349643e-16	0.0836813734637852	0.958314810192805	0.319726182106769	0.740978501876843	4.20293074956699e-16	0.601994407363765	0.753171214988822	2.93400399516485e-17
