cell_type	AF	AID	BD	BMI	Cardiovas	cd	CKD	College_edu	glucose_q	HDL_q	Hypothyroidism	ibd	insominia	LDL_q	Lymphocyte_count	MDD	Monocyte_count	Nrt_new	RA	RBC	SBP	Scz_new	Smoking	T1D	T2D_2	TG_q	uc
Heart.endocardial cell	0.413855931776483	0.998220923785171	0.90230174026408	0.984555722118504	0.332791238682865	0.993971897974939	0.682804282382457	0.999856832836055	0.566630606699041	0.643661567674541	0.999826751470879	0.994083896462824	0.964888746395824	0.364434230596154	0.996089501814261	0.88834963093823	0.872298914501966	0.928650370253192	0.56362620911721	0.996088792212182	0.00271196779711592	0.986409194437197	0.981219578937454	0.807920567924833	0.992421493491014	0.566648442142419	0.99405369848163
Heart.endothelial cell	0.3380440005075	0.984333832328733	0.99964115007862	0.985383741390926	0.0439965020127937	0.937521130835495	0.432904560931016	0.991709219595377	0.703019890782403	0.151550423193749	0.961896192178256	0.938667464643838	0.910389045346937	0.743882467768855	0.0393338722454487	0.699918819829291	0.158010151585478	0.868752975593252	0.856163402644911	0.989331936915606	0.000189096765289356	0.957089757261904	0.989537176252164	0.836644421953406	0.757764031749408	0.702169191818806	0.938511404600501
Heart.erythrocyte	0.947090691546329	0.999960404839724	0.987038785364256	0.482728552722816	0.964798715118032	0.99667512341535	0.0455813852212238	0.231853236867312	0.981047698753553	0.98707127870904	0.999997872898797	0.996368874697328	0.389085727382351	0.99689335718461	0.999999981175432	0.0263750575276107	0.999957467171867	0.244039190701745	0.99965592397516	0.999999356855196	0.814282994844019	0.538317482890529	0.327697328266745	0.915242618178475	0.415964246096789	0.98103610372519	0.996376256140983
Heart.fibroblast	0.718513987593788	0.999999476961192	0.988873951274397	0.973646929583615	0.733641622967445	0.999584130752393	0.824142964520168	0.999963282221971	0.932885313858741	0.999700915337112	0.999999602567372	0.999587673861947	0.883765749176946	0.996054911210478	0.9999999985833	0.838363102762865	0.999997339681136	0.942322261330263	0.99534842323875	0.999999999463091	0.0109154252897034	0.991288928473613	0.953286966521269	0.934972677444902	0.94000819982684	0.932193186537583	0.99958464685669
Heart.leukocyte	0.875031768555731	2.7260883950005e-08	0.997935679442094	0.999998563231688	0.793501407287576	1.44729834203361e-10	0.424384569508306	0.99999236045549	0.0175268307291525	0.00518850162188829	4.6794947253733e-07	1.59713028259211e-10	0.878057235751514	0.0061526146321067	1.24326234896387e-09	0.997165638753268	2.29777136128484e-16	0.961395326265844	0.000370426142052414	0.0273922187807212	0.993343227912433	0.991716256959236	0.99893298191195	0.000742642187892568	0.990064025499854	0.0175731868248804	1.56978923836749e-10
Heart.myofibroblast cell	0.134874183353375	0.996716128296987	0.958499370023875	0.171412653782125	1.28749985062693e-05	0.999651877317499	0.0222024722638903	0.667465729537402	0.0486891335942467	0.365735957021579	0.994291281043738	0.999659556121264	0.196269153710021	0.762915110295561	0.58408296292582	0.462641553252452	0.205629884601526	0.605919026909542	0.989150793720789	0.999663361347099	2.05524110754624e-10	0.939741138785695	0.552431164276799	0.991859311208809	0.605652054764056	0.04855832821337	0.99965796294252
Heart.professional antigen presenting cell	0.604323952853922	8.8302516077409e-16	0.911455620082744	0.992094413487916	0.956954073163016	5.23132636733476e-12	0.9295186894096	0.990454345676399	0.459920766547905	0.735774570162127	4.3571398632198e-19	5.54892335946086e-12	0.675781597520705	0.434598707613255	1.70237041023674e-09	0.640161457070176	9.16478701727097e-05	0.778667552884034	2.08946374520264e-11	0.613001422679416	0.999170749457713	0.559287631981525	0.9357655236832	5.29440241078805e-09	0.678962539466922	0.459521493630547	5.332732841333e-12
Heart.smooth muscle cell	0.000327823997788139	0.999904862201363	0.59188550065786	0.0362258364459698	1.22947732569798e-05	0.998895741219112	0.00564831380761593	0.166085165002895	0.116436380772187	0.258986839308902	0.998024798971753	0.998892417429361	0.0025311036414053	0.836277894906316	0.953907453128721	0.607588737596189	0.838952048231523	0.556478884141276	0.999364249803358	0.988798203603299	2.69795932334818e-11	0.742613682859969	0.446699996021346	0.999315432105294	0.790676936610407	0.116250521971069	0.998900249661467
Kidney.endothelial cell	0.403369229160592	0.847064989639339	0.988680315002581	0.976401355745668	0.00573433465934124	0.72336818360054	0.106142148063287	0.999192459801618	0.52650500605681	0.194105450664474	0.809526754520068	0.727197105233347	0.714525616354711	0.378818441119227	0.0566273414914402	0.68233902090365	0.0896633497933516	0.460516128223744	0.202024861311787	0.997993633484598	8.93230086429391e-08	0.773009675002613	0.81455267160832	0.466341010943969	0.93751961111318	0.5267170921259	0.726673404331035
Kidney.epithelial cell of proximal tubule	0.728441584305551	0.639810100467742	0.872294210662013	0.997755668432962	0.689716559282183	0.835764490124851	0.000791081929768202	0.969982533081981	0.265368344919311	0.588027776753132	0.952112432698229	0.835073819859786	0.491295888079625	0.164750959484917	0.935915896653021	0.89640418975839	0.586534254125846	0.892270376982931	0.716347935161089	0.533439603451116	0.969131304645491	0.96207173113633	0.988162312018803	0.815213225658822	0.840002752053078	0.265536506781413	0.835559074447108
Kidney.kidney collecting duct epithelial cell	0.906611673870101	0.558067289476301	0.689764776530324	0.478796909764201	0.0255070313128387	0.991662052459277	9.53283981187849e-09	0.880033442827791	0.978832744386578	0.880184814460633	0.880447271618235	0.991463503038925	0.660815569194087	0.792337765101118	0.900632868191514	0.778349793494126	0.970642052925838	0.983039722006999	0.964826375185142	0.957106543847904	0.0259885346824431	0.91361726251713	0.806673758320811	0.780241643219112	0.476737304667961	0.9788879251339	0.991571893945059
Kidney.macrophage	0.72504414683562	2.06179313832286e-08	0.996624860033933	0.999987504519402	0.800375132598353	2.56661809866254e-17	0.170674446520432	0.99814201721228	0.0327052473644921	0.0749483168398495	9.61881479891717e-09	3.14239140592977e-17	0.849285112613842	0.0335857260193586	1.62440294043936e-09	0.896464903613816	7.80810280207601e-19	0.747506469885039	1.28619663505295e-06	0.0536864106518944	0.999162945901179	0.970314515175938	0.992264634920386	2.59076972231283e-05	0.966891652207218	0.032660358300345	3.05421056297276e-17
Large_Intestine.Chromaffin Cell	0.418473268616067	0.9981221795687	0.01637559761728	3.94065587626583e-07	0.00380331652573007	0.999757300564527	0.0982013557006384	0.00186401559084474	0.479614339728274	0.566492128079108	0.999949946193855	0.999728822725008	0.456171711961724	0.595671791676425	0.999882456928157	0.0569764578490289	0.999984511862326	0.00221205836879029	0.999827575032121	0.999657569742115	0.156461243977308	0.0104935801083613	0.068521913103872	0.865254645065589	0.00412784838761613	0.482837730615897	0.99972853826981
Large_Intestine.Enterocyte (Distal)	0.870679584648657	0.66785363515866	0.609998890444178	0.991905408095486	0.752585256984623	0.821542420755932	0.41342825811071	0.997340838757365	0.759940772077931	0.87775287517608	0.9546049635548	0.820775073732572	0.997617358524982	0.00929553721692355	0.854291839758509	0.999986825956203	0.845426635612913	0.997293025920854	0.963334363354122	0.16460582146967	0.584878957901005	0.987405168166734	0.712662266832332	0.831637050398405	0.820929925896789	0.759773131794848	0.821536988234082
Large_Intestine.Enterocyte (Proximal)	0.640596310312874	0.385510624326078	0.687407987465308	0.928257750016661	0.413057996330545	0.742344843095859	0.459584387667642	0.973034268433677	0.266266707246459	0.25107129393469	0.824385392905893	0.743848093252271	0.988455513237309	6.22926355526794e-06	0.517248756815492	0.999884076944225	0.740788229389848	0.991558985622489	0.899517358781774	0.00556489071697415	0.642583133027658	0.738931385764938	0.941769281525389	0.514516529967279	0.421101034309867	0.265985120660138	0.743881206277667
Large_Intestine.Goblet cell (Distal)	0.596376515470323	0.768987339208241	0.309719410938777	0.492818946298664	0.419560280677955	0.994916059005645	0.242229606518122	0.987424962643701	0.191460247431342	0.0528297826015674	0.930927181814222	0.994493601163977	0.875187906004881	0.00067687850673031	0.988197431251928	0.999972472234214	0.978002024314766	0.971595838303717	0.788890429904269	0.00439596039766081	0.586407023802275	0.856049896294623	0.848310327459732	0.39069657448686	0.0919579468096172	0.190043031775297	0.994662921089731
Large_Intestine.Goblet cell (Proximal)	0.446470564155587	0.600811781978025	0.586137577107847	0.106837304946707	0.0526750943616645	0.958475522280491	0.154326351389417	0.791535401739424	0.226866674664719	0.0330271489674988	0.919713460273496	0.957348384762193	0.701860160126218	0.00286712333632387	0.981156261134513	0.998389219797254	0.970211830780655	0.838342452278797	0.88714290043595	0.0154616559306427	0.265732099146081	0.608960491818726	0.639079440436582	0.517752332209783	0.00764705871063569	0.225325228688211	0.957843038798951
Large_Intestine.Goblet cell, top of crypt (Distal)	0.663769180899697	0.445821291920808	0.592401888130425	0.670317639241467	0.547835428306777	0.861948325654437	0.153179438837647	0.969157593163579	0.815562567961905	0.749811668521121	0.857086336793479	0.857557226270104	0.99431663722435	0.159804306826964	0.821468270236451	0.999625777216831	0.920723336219197	0.988204163264132	0.834405640266352	0.383085135825832	0.556043015306583	0.985250965076758	0.91145252020983	0.37328224576943	0.17103837723619	0.815211458950743	0.85898846310801
Large_Intestine.Lgr5+ amplifying undifferentiated cell (Distal)	0.817722732756743	0.983082980323736	0.741728559516423	0.527192920548958	0.33233921646099	0.999999522945559	0.0641954450837971	0.993814602708788	0.227056641412563	0.207887903557671	0.990650098090415	0.999999476260278	0.768678106114834	0.00445905944095681	0.998450790203152	0.998763978105448	0.999241714290011	0.992177510561493	0.952760594693829	0.0152647318998683	0.737015203185107	0.965135405179402	0.850521763856372	0.510405906071841	0.0335266026302981	0.225165433598396	0.999999494993976
Large_Intestine.Lgr5+ amplifying undifferentiated cell (Proximal)	0.505582234764336	0.996483402297064	0.747745904184418	0.666879960718914	0.254770612663088	0.99999763481972	0.296014416268059	0.997347942301858	0.282180488838722	0.59739256609347	0.992398995612328	0.999997741444937	0.828029997969011	0.000234173547692515	0.974784007036054	0.989092593761856	0.998432635728286	0.989937851844581	0.979800841587625	0.000170519024511763	0.600217498943069	0.838853424855446	0.873865901345567	0.744488223306889	0.0373355450003273	0.279947163372562	0.999997735617172
